screen_name,url,country_code
cankayas1,http://pbs.twimg.com/media/ElLDZegX0AAcjwO.jpg,TR
cankayas1,http://pbs.twimg.com/media/Ekt-Yz_WAAYW62p.jpg,TR
cankayas1,http://pbs.twimg.com/media/EjvEC_KWsAEJopo.jpg,TR
cankayas1,http://pbs.twimg.com/media/EkY7wwBWoAEFnd1.jpg,TR
cankayas1,http://pbs.twimg.com/ext_tw_video_thumb/1323726512730812418/pu/img/iigMCHobmA6Fd8WW.jpg,TR
CannadyTamairra,http://pbs.twimg.com/tweet_video_thumb/EmSPtnfWMAAaN0P.jpg,US
CannadyTamairra,http://pbs.twimg.com/tweet_video_thumb/EmA-h8pXYAM_SzL.jpg,US
CannadyTamairra,http://pbs.twimg.com/tweet_video_thumb/EmIGg5hXgAAIOHo.jpg,US
CannadyTamairra,http://pbs.twimg.com/tweet_video_thumb/EmMWdqNWEAElRu5.jpg,US
CannadyTamairra,http://pbs.twimg.com/tweet_video_thumb/EmHIiA0XUAA3dH8.jpg,US
CannadyTamairra,http://pbs.twimg.com/tweet_video_thumb/EmSRRIlWMAEkwiZ.jpg,US
CannadyTamairra,http://pbs.twimg.com/tweet_video_thumb/EmIF8c5XUAAFff0.jpg,US
CannadyTamairra,http://pbs.twimg.com/tweet_video_thumb/EmIDrtzW0AAjpT7.jpg,US
CannadyTamairra,http://pbs.twimg.com/ext_tw_video_thumb/1325148262228258816/pu/img/VAMnBrij1vfGnQ3q.jpg,US
CannadyTamairra,http://pbs.twimg.com/tweet_video_thumb/EmU0P55XcAMZ1Qf.jpg,US
cannonhillpark,http://pbs.twimg.com/media/Ekb0FXsWkAASCmV.jpg,GB
cannonhillpark,http://pbs.twimg.com/media/EkWzK-NXYAAywuP.jpg,GB
cannonhillpark,http://pbs.twimg.com/media/Ek8dmz9W0AUkHZ9.jpg,GB
cannonhillpark,http://pbs.twimg.com/media/EkSfhUMWAAAiFMf.jpg,GB
cannonhillpark,http://pbs.twimg.com/media/EkXc2IqWoAARtGx.jpg,GB
cannonhillpark,http://pbs.twimg.com/media/ElZdTySXYAAGR0O.jpg,GB
cannonhillpark,http://pbs.twimg.com/media/Ek6vgEDXYAAf3NE.jpg,GB
cannonhillpark,http://pbs.twimg.com/ext_tw_video_thumb/1319319087877677062/pu/img/alIvvOej4C3fT5nT.jpg,GB
cannonhillpark,http://pbs.twimg.com/media/EkTKlxsWoAAhI_d.jpg,GB
cannonhillpark,http://pbs.twimg.com/media/ElLMS_sW0AABBm2.jpg,GB
canttmi73,http://pbs.twimg.com/media/EkhjT7VXgAALz6t.jpg,GB
canttmi73,http://pbs.twimg.com/media/EmOdr5vWMAMgegF.jpg,GB
canttmi73,http://pbs.twimg.com/ext_tw_video_thumb/1307780058573082626/pu/img/Osl6zofO3MDBmm1f.jpg,GB
canttmi73,http://pbs.twimg.com/ext_tw_video_thumb/1282714920484773888/pu/img/kYFoxdt1HaxGRpap.jpg,GB
canttmi73,http://pbs.twimg.com/ext_tw_video_thumb/1319974587820593152/pu/img/NOlOXg1orFGasPF4.jpg,GB
canttmi73,http://pbs.twimg.com/ext_tw_video_thumb/1289502632399298560/pu/img/MHYxiM-t9dvXDvyF.jpg,GB
canttmi73,http://pbs.twimg.com/ext_tw_video_thumb/1289615303626948614/pu/img/BQwYQXlmPqMgzf15.jpg,GB
canttmi73,http://pbs.twimg.com/ext_tw_video_thumb/1325351702455853056/pu/img/qAeJiYVd9T_0GHmW.jpg,GB
canttmi73,http://pbs.twimg.com/media/EmTFmuBXcAEWugU.jpg,GB
canttmi73,http://pbs.twimg.com/ext_tw_video_thumb/1289636294570717185/pu/img/wzMGledGz6-RnV_4.jpg,GB
Canvas_Cam,http://pbs.twimg.com/media/EklP2FbVoAIAN7e.jpg,US
Canvas_Cam,http://pbs.twimg.com/tweet_video_thumb/EkqA4ODUYAEXUfy.jpg,US
Canvas_Cam,http://pbs.twimg.com/media/EkawS_GU0AIDZJ4.jpg,US
Canvas_Cam,http://pbs.twimg.com/media/EkOV7bMUwAACncF.jpg,US
Canvas_Cam,http://pbs.twimg.com/ext_tw_video_thumb/1319507125819719680/pu/img/xuaNJPfnawpk5kYG.jpg,US
Canvas_Cam,http://pbs.twimg.com/media/ElGxebLUYAUI8tj.jpg,US
Canvas_Cam,http://pbs.twimg.com/media/EkACUTxUYAAxJcp.jpg,US
Canvas_Cam,http://pbs.twimg.com/media/EkoerOUUYAIVlvz.jpg,US
Canvas_Cam,http://pbs.twimg.com/tweet_video_thumb/EkqQztmVgAA7Z4z.jpg,US
Canvas_Cam,http://pbs.twimg.com/media/EkatgAzVMAAW6Ys.jpg,US
CanYaymsc1,http://pbs.twimg.com/media/EmR-YyxWEAEka4c.jpg,TR
CanYaymsc1,http://pbs.twimg.com/media/Elo1k6DX0AI_jXo.jpg,TR
CanYaymsc1,http://pbs.twimg.com/media/ElpLfS9XIAAZtqc.jpg,TR
CanYaymsc1,http://pbs.twimg.com/media/Elyvl1bXEAQcqBH.jpg,TR
CanYaymsc1,http://pbs.twimg.com/media/EljSuXiW0AAF8rW.jpg,TR
CanYaymsc1,http://pbs.twimg.com/media/Ely9sFMXIAg83CW.jpg,TR
CanYaymsc1,http://pbs.twimg.com/media/El1OoPGX0AA56l0.jpg,TR
CanYaymsc1,http://pbs.twimg.com/media/ElXD_Q2XgAUPM_N.jpg,TR
CanYaymsc1,http://pbs.twimg.com/media/El6VXdnX0AE9DOR.jpg,TR
CanYaymsc1,http://pbs.twimg.com/media/ElcUXlgXEAIsHZQ.jpg,TR
CaptainScott87,http://pbs.twimg.com/tweet_video_thumb/EmV4CtjWEAI5m6p.jpg,GB
CaptainScott87,http://pbs.twimg.com/tweet_video_thumb/EmUftJyW8AIEjNt.jpg,GB
CaptainScott87,http://pbs.twimg.com/tweet_video_thumb/EmOXg-JXYAIKpp9.jpg,GB
CaptainScott87,http://pbs.twimg.com/ext_tw_video_thumb/1325065675539419139/pu/img/dxMqmbClw2L-qyxj.jpg,GB
